"variable_code";"variable";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020"
"888";3047;"gpv";328517;341593;178340;805504;373001;427736;624312;504123;485590
"889";3047;"production";33050;34750;24100;89900;35900;42100;59800;59100;49000
"890";3047;"slaughter";0;0;0;0;0;0;0;0;0
"891";3048;"area";0;0;0;;;;;;
"892";3048;"cattle";0;0;0;;;;;;
"893";3048;"gpv";9960;12539;10205;;;;;;
"894";3048;"production";1660;1620;1300;;;;;;
"895";3048;"slaughter";0;0;0;;;;;;
"896";3050;"area";0;0;0;0;0;0;0;0;0
"897";3050;"cattle";0;0;0;0;0;0;0;0;0
"898";3050;"gpv";2552396;4424614;4283228;5106064;10861965;8454160;8194816;11231082;13847207
"899";3050;"production";125610;176420;187614;192900;395700;286000;304640;388350;404180
"900";3050;"slaughter";0;0;0;0;0;0;0;0;0
"901";3053;"area";0;0;;;;;;;
"902";3053;"cattle";0;0;;;;;;;
"903";3053;"gpv";135;658;;;;;;;
"904";3053;"production";300;200;;;;;;;
"905";3053;"slaughter";0;0;;;;;;;
"906";3082;"area";0;0;0;0;0;0;0;0;0
"907";3082;"cattle";0;0;0;0;0;0;0;0;0
"908";3082;"gpv";4374050;4662640;5789840;6021539;6362994;5422500;6477000;7427984;5411739
"909";3082;"production";1337630;1336000;1372000;1341100;1389300;1125000;1275000;1256850;738300
"910";3082;"slaughter";0;0;0;0;0;0;0;0;0
"911";3083;"area";0;0;0;0;0;0;0;0;0
"912";3083;"cattle";0;0;0;0;0;0;0;0;0
"913";3083;"gpv";891618;992429;732839;1381710;1434720;1763424;1744624;1870400;1372578
"914";3083;"production";96600;100550;150790;237000;195200;140400;147350;140000;111050
"915";3083;"slaughter";0;0;0;0;0;0;0;0;0
"916";3085;"area";;0;0;0;0;0;0;0;0
"917";3085;"cattle";;0;0;0;0;0;0;0;0
"918";3085;"gpv";;259200;4e+05;431680;426105;259200;290250;283500;148200
"919";3085;"production";;162000;2e+05;152000;167100;90000;96750;90000;39000
"920";3085;"slaughter";;0;0;0;0;0;0;0;0
"921";3090;"area";0;0;0;0;0;0;0;0;0
"922";3090;"cattle";0;0;0;0;0;0;0;0;0
"923";3090;"gpv";2003450;1341336;2247883;3523213;3779240;8522084;7706410;5648285;3110800
"924";3090;"production";337850;145956;340073;451694;456430;950065;902390;606690;282800
"925";3090;"slaughter";0;0;0;0;0;0;0;0;0
"926";3094;"area";0;0;0;0;0;0;0;;0
"927";3094;"cattle";0;0;0;0;0;0;0;;0
"928";3094;"gpv";15250;15330;20900;3516;1020;12000;80360;;57000
"929";3094;"production";2500;3000;3800;600;170;2000;4100;;2000
"930";3094;"slaughter";0;0;0;0;0;0;0;;0
"931";3115;"area";0;0;;;;;;;
"932";3115;"cattle";0;0;;;;;;;
"933";3115;"gpv";20389;20670;;;;;;;
"934";3115;"production";13870;13000;;;;;;;
"935";3115;"slaughter";0;0;;;;;;;
"936";3117;"area";0;0;0;0;0;0;0;0;0
"937";3117;"cattle";0;0;0;0;0;0;0;0;0
"938";3117;"gpv";106228;102595;94116;81928;90930;141152;63654;40234;58139
"939";3117;"production";17500;14450;12650;10450;10500;20050;9172;4865;7580
"940";3117;"slaughter";0;0;0;0;0;0;0;0;0
"941";3120;"area";0;0;0;;;;;;
"942";3120;"cattle";0;0;0;;;;;;
"943";3120;"gpv";64976;138481;33065;;;;;;
"944";3120;"production";12400;27100;8500;;;;;;
"945";3120;"slaughter";0;0;0;;;;;;
"946";3125;"area";0;0;0;0;0;0;0;0;0
"947";3125;"cattle";0;0;0;0;0;0;0;0;0
"948";3125;"gpv";289958;136906;285420;442800;937440;940986;891029;295065;297345
"949";3125;"production";92050;53900;100500;135000;248000;257100;235100;74700;64500
"950";3125;"slaughter";0;0;0;0;0;0;0;0;0
"951";3126;"area";0;0;0;0;0;0;0;0;0
"952";3126;"cattle";0;0;0;0;0;0;0;0;0
"953";3126;"gpv";10910;10020;14080;13250;13729;15422;13598;16202;56000
"954";3126;"production";1000;1200;1100;1250;1310;1100;1050;1050;2800
"955";3126;"slaughter";0;0;0;0;0;0;0;0;0
"956";3140;"area";0;0;0;0;0;0;0;0;0
"957";3140;"cattle";0;0;0;0;0;0;0;0;0
"958";3140;"gpv";47750;1e+05;107500;137314;477862;670565;329300;418972;220124
"959";3140;"production";25000;50000;43000;48350;155150;195500;92500;136030;57027
"960";3140;"slaughter";0;0;0;0;0;0;0;0;0
"961";3152;"area";0;0;0;0;0;0;0;0;0
"962";3152;"cattle";0;0;0;0;0;0;0;0;0
"963";3152;"gpv";466906;319739;401537;488478;1134186;422647;1071543;219464;40135
"964";3152;"production";64110;53750;58160;64770;135300;53170;128350;28050;3826
"965";3152;"slaughter";0;0;0;0;0;0;0;0;0
"966";3154;"area";;;;;;;;;0
"967";3154;"cattle";;;;;;;;;0
"968";3154;"gpv";;;;;;;;;75600
"969";3154;"production";;;;;;;;;10800
"970";3154;"slaughter";;;;;;;;;0
"971";3155;"area";0;0;0;0;0;0;0;0;0
"972";3155;"cattle";0;0;0;0;0;0;0;0;0
"973";3155;"gpv";177544;157011;162084;278318;542629;548435;303229;539412;451478
"974";3155;"production";31535;29850;24300;41050;58410;77792;33543;38365;37374
"975";3155;"slaughter";0;0;0;0;0;0;0;0;0
"976";3180;"area";0;0;0;0;0;0;0;0;0
"977";3180;"cattle";0;0;0;0;0;0;0;0;0
"978";3180;"gpv";78017;89440;71148;94605;55020;59430;80000;85000;171000
"979";3180;"production";11490;13000;9800;11900;7000;7000;10000;10000;17100
"980";3180;"slaughter";0;0;0;0;0;0;0;0;0
"981";3215;"area";1;1;1;;;;;;
"982";3215;"cattle";0;0;0;;;;;;
"983";3215;"gpv";7677;10014;7956;;;;;;
"984";3215;"production";1514;1669;1300;;;;;;
"985";3215;"slaughter";0;0;0;;;;;;
"986";3220;"area";17;24;19;23;36;43;40;40;28
"987";3220;"cattle";0;0;0;0;0;0;0;0;0
"988";3220;"gpv";545359;794521;877689;670825;1188237;2199431;1577039;1995194;1777847
"989";3220;"production";68685;91746;97197;71746;110431;161961;105206;120410;100104
"990";3220;"slaughter";0;0;0;0;0;0;0;0;0
"991";3230;"area";0;1;0;;;;;;
"992";3230;"cattle";0;0;0;;;;;;
"993";3230;"gpv";131;242;176;;;;;;
"994";3230;"production";20;37;22;;;;;;
"995";3230;"slaughter";0;0;0;;;;;;
"996";3400;"area";;;;1660859;1899885;2014696;2272298;2265933;3075029
"997";3400;"cattle";;;;0;0;0;0;0;0
"998";3400;"gpv";;;;0;0;0;0;0;0
"999";3400;"production";;;;0;0;0;0;0;0
"1000";3400;"slaughter";;;;0;0;0;0;0;0
"1001";3435;"area";4;0;0;;;;;;
"1002";3435;"cattle";0;0;0;;;;;;
"1003";3435;"gpv";3059;3330;3191;;;;;;
"1004";3435;"production";805;555;430;;;;;;
"1005";3435;"slaughter";0;0;0;;;;;;
"1006";3440;"area";21;37;31;26;10;9;8;7;8
"1007";3440;"cattle";0;0;0;0;0;0;0;0;0
"1008";3440;"gpv";70005;197035;170250;185833;49368;46896;32188;30614;74180
"1009";3440;"production";5776;15675;11245;11290;2720;2210;2150;1384;2909
"1010";3440;"slaughter";0;0;0;0;0;0;0;0;0
"1011";3500;"area";;;;4470962;4371126;4471884;4162780;4378462;4337760
"1012";3500;"cattle";;;;0;0;0;0;0;0
"1013";3500;"gpv";;;;0;0;0;0;0;0
"1014";3500;"production";;;;0;0;0;0;0;0
"1015";3500;"slaughter";;;;0;0;0;0;0;0
"1016";3502;"area";0;0;0;;;;;;
"1017";3502;"cattle";0;0;0;;;;;;
"1018";3502;"gpv";106000;50000;90000;;;;;;
"1019";3502;"production";11;5;8;;;;;;
"1020";3502;"slaughter";0;0;0;;;;;;
"1021";3503;"area";0;;0;0;0;0;0;0;0
"1022";3503;"cattle";0;;0;0;0;0;0;0;0
"1023";3503;"gpv";38000;;24000;19480;12000;12400;12400;0;40000
"1024";3503;"production";8;;4;4;4;4;4;4;4
"1025";3503;"slaughter";0;;0;0;0;0;0;0;0
"1026";3505;"area";0;694;221;97833;95864;79302;68073;75352;69675
"1027";3505;"cattle";0;0;0;0;0;0;0;0;0
"1028";3505;"gpv";171720964;148168839;182787748;178722812;196693486;180025461;202413560;196745681;273296841
"1029";3505;"production";3896550;4016504;4063756;3625209;3567812;3116245;2940775;2785188;2833266
"1030";3505;"slaughter";0;0;0;0;0;0;0;0;0
"1031";3509;"area";0;74;0;15582;49010;51481;52866;51283;72291
"1032";3509;"cattle";0;0;0;0;0;0;0;0;0
"1033";3509;"gpv";37618328;26251231;31116082;41265415;90683532;106901052;141085541;116253792;202918051
"1034";3509;"production";455538;303132;373095;374052;764230;746620;765355;592678;761390
"1035";3509;"slaughter";0;0;0;0;0;0;0;0;0
"1036";3515;"area";0;0;0;5063;5614;5668;5848;4459;4093
"1037";3515;"cattle";0;0;0;0;0;0;0;0;0
"1038";3515;"gpv";47695136;37887559;42066569;42908988;48690436;51501372;60957741;38562483;49502166
"1039";3515;"production";64486;61927;67125;67776;70515;72237;73407;54050;41896
"1040";3515;"slaughter";0;0;0;0;0;0;0;0;0
"1041";3517;"area";0;205;0;25500;25354;22731;20761;21426;23301
"1042";3517;"cattle";0;0;0;0;0;0;0;0;0
"1043";3517;"gpv";62808211;78954915;62891386;77187093;101365555;107615149;115191258;131292670;183506467
"1044";3517;"production";204500;228517;225175;233957;244732;235905;224400;230792;249514
"1045";3517;"slaughter";0;0;0;0;0;0;0;0;0
"1046";3518;"area";0;217310;244958;269598;286539;305450;304433;306384;309220
"1047";3518;"cattle";0;0;0;0;0;0;0;0;0
"1048";3518;"gpv";832345665;1462835439;1779399684;1644265307;1573756983;1805709246;2208433003;2674915434;3593294324
"1049";3518;"production";9422070;10354158;11781763;12332298;12653831;13486513;13314240;13903610;13555509
"1050";3518;"slaughter";0;0;0;0;0;0;0;0;0
"1051";3521;"area";158072;111041;151190;137511;156448;135008;176102;125196;133401
"1052";3521;"cattle";0;0;0;0;0;0;0;0;0
"1053";3521;"gpv";102484663;80451861;110023058;47588628;153753189;99298986;65057680;70936831;188547063
"1054";3521;"production";205570;116601;202013;159877;229487;162789;206211;155060;183061
"1055";3521;"slaughter";0;0;0;0;0;0;0;0;0
"1056";3523;"area";68259;50150;54090;54839;58450;78384;76135;84265;81310
"1057";3523;"cattle";0;0;0;0;0;0;0;0;0
"1058";3523;"gpv";60907217;43820518;35341595;28089348;63267930;41357447;55463191;83907229;145559111
"1059";3523;"production";171812;94817;133367;109373;156154;180736;156163;186187;195910
"1060";3523;"slaughter";0;0;0;0;0;0;0;0;0
"1061";3525;"area";3845;3958;3605;2186;2785;2565;2960;2255;2532
"1062";3525;"cattle";0;0;0;0;0;0;0;0;0
"1063";3525;"gpv";2587277;295497;396080;318858;915880;550288;685545;266623;491786
"1064";3525;"production";2157;2566;2366;1989;3195;3408;4084;1513;2057
"1065";3525;"slaughter";0;0;0;0;0;0;0;0;0
"1066";3528;"area";45;22;20;9;15;12;15;22;23
"1067";3528;"cattle";0;0;0;0;0;0;0;0;0
"1068";3528;"gpv";914920;305143;357861;48413;284989;240166;91995;186451;150927
"1069";3528;"production";914920;290612;308501;42098;137676;127748;52568;90510;58049
"1070";3528;"slaughter";0;0;0;0;0;0;0;0;0
"1071";3530;"area";8;9;1;;;;;;
"1072";3530;"cattle";0;0;0;;;;;;
"1073";3530;"gpv";1760;5580;42850;;;;;;
"1074";3530;"production";220;620;5000;;;;;;
"1075";3530;"slaughter";0;0;0;;;;;;
"1076";3536;"area";;0;0;0;;0;0;0;
"1077";3536;"cattle";;0;0;0;;0;0;0;
"1078";3536;"gpv";;625800;550800;6188887;;766500;9330750;1356264;
"1079";3536;"production";;2235;1620;25040;;1825;20735;2400;
"1080";3536;"slaughter";;0;0;0;;0;0;0;
"1081";3570;"area";3;2;0;;;;;;
"1082";3570;"cattle";0;0;0;;;;;;
"1083";3570;"gpv";1659;607;525;;;;;;
"1084";3570;"production";1885;568;350;;;;;;
"1085";3570;"slaughter";0;0;0;;;;;;
"1086";3580;"area";;11;13;;;;;;1483
"1087";3580;"cattle";;0;0;;;;;;0
"1088";3580;"gpv";;53380;28125;;;;;;3420493
"1089";3580;"production";;68;63;;;;;;5189
"1090";3580;"slaughter";;0;0;;;;;;0
"1091";3709;"area";183;163;173;;;;;;
"1092";3709;"cattle";0;0;0;;;;;;
"1093";3709;"gpv";146000;221120;163450;;;;;;
"1094";3709;"production";365;553;467;;;;;;
"1095";3709;"slaughter";0;0;0;;;;;;
"1096";3730;"area";430;514;470;486;745;885;1385;1133;798
"1097";3730;"cattle";0;0;0;0;0;0;0;0;0
"1098";3730;"gpv";471900;552530;1128439;1205415;1566550;1613920;2429909;1692650;1998984
"1099";3730;"production";429;502;868;893;1066;1232;1840;1745;1342
"1100";3730;"slaughter";0;0;0;0;0;0;0;0;0
"1101";3740;"area";0;0;0;0;0;0;0;0;0
"1102";3740;"cattle";0;0;0;0;0;0;0;0;0
"1103";3740;"gpv";134113;104317;63778;110840;207000;163611;247885;150274;140506
"1104";3740;"production";34925;27308;21474;34000;46000;37100;55830;39650;32600
"1105";3740;"slaughter";0;0;0;0;0;0;0;0;0
"1106";3745;"area";0;0;0;;;;;;
"1107";3745;"cattle";0;0;0;;;;;;
"1108";3745;"gpv";100827;91050;108104;;;;;;
"1109";3745;"production";15370;16830;15690;;;;;;
"1110";3745;"slaughter";0;0;0;;;;;;
"1111";3793;"area";0;0;0;;;;;;
"1112";3793;"cattle";0;0;0;;;;;;
"1113";3793;"gpv";3025;6670;9230;;;;;;
"1114";3793;"production";550;1150;1420;;;;;;
"1115";3793;"slaughter";0;0;0;;;;;;
"1116";3797;"area";0;0;0;;;;;;
"1117";3797;"cattle";0;0;0;;;;;;
"1118";3797;"gpv";31106;41109;6346;;;;;;
"1119";3797;"production";9230;11580;1670;;;;;;
"1120";3797;"slaughter";0;0;0;;;;;;
"1121";3853;"area";3129;3347;3664;4328;5101;5202;5347;5201;4474
"1122";3853;"cattle";0;0;0;0;0;0;0;0;0
"1123";3853;"gpv";63961064;72188287;67741302;124055212;119285582;78800992;104443750;100745288;102295653
"1124";3853;"production";159902660;189969176;153957505;190854170;225067135;225145691;217591146;205602625;176371815
"1125";3853;"slaughter";0;0;0;0;0;0;0;0;0
"1126";3854;"area";3031;3083;3159;2829;2299;2808;2775;2458;2077
"1127";3854;"cattle";0;0;0;0;0;0;0;0;0
"1128";3854;"gpv";5261708;11869992;22150200;27187480;21924794;29936250;32445440;30500694;32956103
"1129";3854;"production";7369;7244;7644;7160;5927;6851;6339;5749;4723
"1130";3854;"slaughter";0;0;0;0;0;0;0;0;0
"1131";3857;"area";65;94;97;114;116;101;104;103;98
"1132";3857;"cattle";0;0;0;0;0;0;0;0;0
"1133";3857;"gpv";1260300;1958701;1982772;2686833;3072666;2670558;2788454;3589380;3966440
"1134";3857;"production";1260300;1748840;2002800;2420570;2400520;2070200;2213059;2346000;2087600
"1135";3857;"slaughter";0;0;0;0;0;0;0;0;0
"1136";4051;"area";0;;;;;;;;
"1137";4051;"cattle";0;;;;;;;;
"1138";4051;"gpv";156;;;;;;;;
"1139";4051;"production";4;;;;;;;;
"1140";4051;"slaughter";0;;;;;;;;
"1141";4053;"area";0;;;;;;;;
"1142";4053;"cattle";0;;;;;;;;
"1143";4053;"gpv";649;;;;;;;;
"1144";4053;"production";20;;;;;;;;
"1145";4053;"slaughter";0;;;;;;;;
"1146";4058;"area";0;0;0;0;;0;;;0
"1147";4058;"cattle";0;0;0;0;;0;;;0
"1148";4058;"gpv";267971;182520;94852;17190;;108960;;;139480
"1149";4058;"production";19;12;3;1;;3;;;4
"1150";4058;"slaughter";0;0;0;0;;0;;;0
"1151";4059;"area";0;0;0;0;0;0;0;0;0
"1152";4059;"cattle";0;0;0;0;0;0;0;0;0
"1153";4059;"gpv";685611;923181;869112;571966;1028614;736778;1096544;1947070;2433327
"1154";4059;"production";9905;14575;13631;7365;13460;9105;11528;11102;10618
"1155";4059;"slaughter";0;0;0;0;0;0;0;0;0
"1156";4066;"area";0;0;0;0;0;0;0;0;0
"1157";4066;"cattle";0;0;0;0;0;0;0;0;0
"1158";4066;"gpv";2454402;3825849;2615963;1232004;4749454;1782542;1545041;2343765;4259915
"1159";4066;"production";10480;12722;15942;5233;8967;7437;8237;7521;9476
"1160";4066;"slaughter";0;0;0;0;0;0;0;0;0
"1161";4075;"area";0;0;0;0;0;0;0;0;0
"1162";4075;"cattle";0;0;0;0;0;0;0;0;0
"1163";4075;"gpv";617555;639734;538531;271098;687329;524869;1189657;1643497;1883125
"1164";4075;"production";10694;12673;10673;4735;8164;9643;15780;21682;17254
"1165";4075;"slaughter";0;0;0;0;0;0;0;0;0
"1166";4090;"area";0;0;0;0;0;0;0;0;0
"1167";4090;"cattle";0;0;0;0;0;0;0;0;0
"1168";4090;"gpv";25276369;27372507;33271007;31647057;30813237;38146818;33744221;56840514;68346131
"1169";4090;"production";550566;541389;675967;631051;514928;716644;580894;468287;488117
"1170";4090;"slaughter";0;0;0;0;0;0;0;0;0
"1171";4095;"area";0;0;0;0;0;0;0;0;0
"1172";4095;"cattle";0;0;0;0;0;0;0;0;0
"1173";4095;"gpv";18141176;23690884;22632649;16950225;18874777;11218263;16677721;22222231;34144709
"1174";4095;"production";304997;321320;446669;272163;332889;198729;223203;189398;200878
"1175";4095;"slaughter";0;0;0;0;0;0;0;0;0
"1176";4100;"area";0;0;0;0;0;0;0;0;0
"1177";4100;"cattle";0;0;0;0;0;0;0;0;0
"1178";4100;"gpv";398090;446028;156020;98187;246123;110693;188864;239250;336687
"1179";4100;"production";14037;12064;7360;4779;7594;6046;6648;6637;5664
"1180";4100;"slaughter";0;0;0;0;0;0;0;0;0
"1181";4111;"area";0;0;0;0;0;0;0;0;0
"1182";4111;"cattle";0;0;0;0;0;0;0;0;0
"1183";4111;"gpv";2536576;4536000;18260000;7394564;14664940;8158317;10109210;7597710;6040302
"1184";4111;"production";448;810;1100;1291;822;348;401;261;215
"1185";4111;"slaughter";0;0;0;0;0;0;0;0;0
"1186";4113;"area";0;0;;;;;;;
"1187";4113;"cattle";0;0;;;;;;;
"1188";4113;"gpv";750000;150000;;;;;;;
"1189";4113;"production";50;10;;;;;;;
"1190";4113;"slaughter";0;0;;;;;;;
"1191";4114;"area";0;0;0;;0;0;;;
"1192";4114;"cattle";0;0;0;;0;0;;;
"1193";4114;"gpv";359600;232500;140250;;432000;459000;;;
"1194";4114;"production";248;155;85;;160;170;;;
"1195";4114;"slaughter";0;0;0;;0;0;;;
"1196";4124;"area";0;0;0;0;0;0;0;0;0
"1197";4124;"cattle";0;0;0;0;0;0;0;0;0
"1198";4124;"gpv";4921995;4519395;4361700;3649723;3169140;3405515;4167255;2755049;4152766
"1199";4124;"production";12620500;11298487;10385000;7934181;6214000;6425500;6039500;3880350;4465340
"1200";4124;"slaughter";0;0;0;0;0;0;0;0;0
"1201";4125;"area";0;0;0;0;0;0;0;0;0
"1202";4125;"cattle";0;0;0;0;0;0;0;0;0
"1203";4125;"gpv";214176;596608;511946;440287;60297;95576;40964;5925;6400
"1204";4125;"production";38800;101120;52027;37030;5050;5200;2450;500;500
"1205";4125;"slaughter";0;0;0;0;0;0;0;0;0
"1206";4126;"area";0;0;0;0;0;0;0;0;0
"1207";4126;"cattle";0;0;0;0;0;0;0;0;0
"1208";4126;"gpv";583625;360294;267615;141840;190179;101764;124800;112048;144276
"1209";4126;"production";80500;58300;33620;12000;15300;7600;7500;7450;9755
"1210";4126;"slaughter";0;0;0;0;0;0;0;0;0
"1211";4127;"area";0;0;0;0;0;0;0;0;0
"1212";4127;"cattle";0;0;0;0;0;0;0;0;0
"1213";4127;"gpv";3232060;3518776;4617071;6105055;9371050;20239560;22325250;8106735;7710265
"1214";4127;"production";806000;818320;1010300;1110010;1210730;2508000;2608090;918090;907090
"1215";4127;"slaughter";0;0;0;0;0;0;0;0;0
"1216";4128;"area";0;0;0;0;0;0;0;0;0
"1217";4128;"cattle";0;0;0;0;0;0;0;0;0
"1218";4128;"gpv";722995;605930;399636;423872;217992;51543;66112;69783;104245
"1219";4128;"production";113500;97260;65300;35800;24800;4980;4550;4600;8025
"1220";4128;"slaughter";0;0;0;0;0;0;0;0;0
"1221";4129;"area";0;0;0;0;0;0;0;0;0
"1222";4129;"cattle";0;0;0;0;0;0;0;0;0
"1223";4129;"gpv";859320;820692;515664;362314;282748;351624;22544;24056;23094
"1224";4129;"production";170500;134100;82243;35040;26750;32200;1600;1550;1665
"1225";4129;"slaughter";0;0;0;0;0;0;0;0;0
"1226";4130;"area";0;0;0;0;0;0;0;0;0
"1227";4130;"cattle";0;0;0;0;0;0;0;0;0
"1228";4130;"gpv";28986958;24662903;21108810;18957504;20271799;20894440;18238350;16996590;18538872
"1229";4130;"production";131758903;98651610;84435236;67705372;65392900;59698400;46765000;43581000;42133800
"1230";4130;"slaughter";0;0;0;0;0;0;0;0;0
"1231";4131;"area";0;0;;;;;;;
"1232";4131;"cattle";0;0;;;;;;;
"1233";4131;"gpv";6000;3300;;;;;;;
"1234";4131;"production";20000;10000;;;;;;;
"1235";4131;"slaughter";0;0;;;;;;;
"1236";4133;"area";0;0;0;0;0;0;0;0;0
"1237";4133;"cattle";0;0;0;0;0;0;0;0;0
"1238";4133;"gpv";17475504;16463520;14214438;16405088;16950600;17912064;19760940;21454095;27927305
"1239";4133;"production";75980450;68598000;56857750;58589600;56502000;51177325;54891500;55010500;56994500
"1240";4133;"slaughter";0;0;0;0;0;0;0;0;0
"1241";4135;"area";0;0;0;0;0;0;0;0;0
"1242";4135;"cattle";0;0;0;0;0;0;0;0;0
"1243";4135;"gpv";1088388;711206;1881665;1204103;1240866;5238679;24953240;2295800;1168500
"1244";4135;"production";210928;123688;326678;201355;137721;505664;2444000;260000;150000
"1245";4135;"slaughter";0;0;0;0;0;0;0;0;0
"1246";4136;"area";0;0;0;0;0;0;31;0;0
"1247";4136;"cattle";0;0;0;0;0;0;0;0;0
"1248";4136;"gpv";39625729;119278906;24889029;12940445;10894026;11843684;17288189;16417764;24649954
"1249";4136;"production";1386970;1412253;954334;463483;324710;350820;521514;493026;658034
"1250";4136;"slaughter";0;0;0;0;0;0;0;0;0
"1251";4137;"area";0;0;0;0;0;0;0;0;0
"1252";4137;"cattle";0;0;0;0;0;0;0;0;0
"1253";4137;"gpv";4764175;6292220;13949788;11618490;10252800;10441450;13827250;15387840;22325600
"1254";4137;"production";7329500;8503000;11528750;12493000;11520000;10991000;14555000;16029000;18920000
"1255";4137;"slaughter";0;0;0;0;0;0;0;0;0
"1256";4138;"area";0;0;0;0;0;0;0;0;0
"1257";4138;"cattle";0;0;0;0;0;0;0;0;0
"1258";4138;"gpv";1965240;1871747;2022818;3100680;2289350;1997976;705240;461720;718680
"1259";4138;"production";318000;339700;250659;261000;217000;199200;54000;28000;45200
"1260";4138;"slaughter";0;0;0;0;0;0;0;0;0
"1261";4139;"area";0;0;0;0;0;0;0;0;0
"1262";4139;"cattle";0;0;0;0;0;0;0;0;0
"1263";4139;"gpv";77000;38745;86857;26000;87584;97790;84840;14120;95160
"1264";4139;"production";11000;5250;6477;2000;6800;7700;6000;1000;6000
"1265";4139;"slaughter";0;0;0;0;0;0;0;0;0
"1266";4141;"area";0;0;0;0;0;0;0;0;0
"1267";4141;"cattle";0;0;0;0;0;0;0;0;0
"1268";4141;"gpv";1084800;1352088;955660;603290;519500;698516;171082;165898;173319
"1269";4141;"production";192000;189900;134600;61000;50000;60530;11360;10560;12460
"1270";4141;"slaughter";0;0;0;0;0;0;0;0;0
"1271";4145;"area";0;0;0;0;0;0;0;0;0
"1272";4145;"cattle";0;0;0;0;0;0;0;0;0
"1273";4145;"gpv";3191375;3862520;5949828;9814812;9219600;15703055;386400;388810;622592
